age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,deposit
35,admin.,married,basic.6y,no,yes,no,cellular,jul,tue,364,10,999,0,nonexistent,no
42,management,divorced,university.degree,unknown,yes,no,cellular,jul,mon,141,3,999,0,nonexistent,no
66,technician,married,professional.course,no,yes,no,telephone,aug,wed,150,2,999,0,nonexistent,no
58,services,married,high.school,no,yes,no,cellular,mar,mon,317,4,999,0,nonexistent,no
50,blue-collar,married,unknown,unknown,yes,no,telephone,may,fri,81,2,999,0,nonexistent,no
33,services,married,high.school,no,yes,no,cellular,jul,fri,548,2,999,0,nonexistent,no
35,admin.,divorced,university.degree,unknown,no,no,telephone,jul,thu,203,1,999,0,nonexistent,no
52,technician,married,professional.course,unknown,no,no,cellular,aug,wed,244,1,999,0,nonexistent,no
44,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,mon,229,3,999,0,nonexistent,no
24,admin.,married,high.school,no,yes,no,telephone,may,fri,376,2,999,0,nonexistent,no
60,blue-collar,married,unknown,no,no,no,cellular,aug,mon,93,3,999,0,nonexistent,no
37,admin.,married,university.degree,no,yes,no,telephone,jun,mon,23,2,999,0,nonexistent,no
26,technician,single,basic.9y,no,yes,no,telephone,may,wed,139,3,999,0,nonexistent,no
40,blue-collar,married,high.school,no,yes,no,cellular,nov,fri,144,1,999,0,nonexistent,no
31,blue-collar,divorced,basic.6y,no,no,no,telephone,may,tue,255,1,999,0,nonexistent,no
36,admin.,single,high.school,no,no,no,cellular,jul,tue,385,3,999,0,nonexistent,no
29,services,married,high.school,no,no,no,telephone,jun,tue,81,5,999,0,nonexistent,no
49,admin.,divorced,high.school,no,yes,no,cellular,may,tue,181,4,999,1,failure,no
41,blue-collar,married,basic.4y,unknown,unknown,unknown,cellular,may,tue,124,2,999,0,nonexistent,no
38,unemployed,divorced,professional.course,no,no,no,telephone,may,wed,590,3,999,0,nonexistent,no
38,technician,married,high.school,no,no,no,cellular,aug,tue,197,2,999,0,nonexistent,no
44,services,married,basic.4y,unknown,yes,no,cellular,aug,mon,779,7,999,0,nonexistent,no
64,retired,divorced,basic.4y,no,yes,yes,telephone,sep,fri,211,2,6,2,success,yes
61,retired,married,basic.9y,no,no,no,cellular,may,mon,324,1,999,0,nonexistent,no
46,technician,married,professional.course,no,no,no,cellular,nov,thu,108,2,999,0,nonexistent,no
47,services,married,high.school,unknown,yes,no,telephone,jun,fri,177,3,999,0,nonexistent,no
36,admin.,single,high.school,no,no,no,cellular,nov,thu,40,5,999,0,nonexistent,no
34,services,married,professional.course,no,yes,no,cellular,may,mon,72,5,999,0,nonexistent,no
41,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,412,1,999,1,failure,no
31,technician,married,basic.9y,unknown,yes,no,telephone,may,mon,179,9,999,0,nonexistent,no
34,admin.,single,university.degree,no,yes,no,cellular,may,fri,266,3,999,0,nonexistent,no
31,technician,single,high.school,no,no,no,cellular,may,wed,37,1,999,0,nonexistent,no
49,admin.,married,high.school,no,yes,no,cellular,nov,fri,164,1,999,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,sep,thu,150,2,10,3,success,yes
30,technician,single,professional.course,no,yes,no,cellular,may,mon,308,1,999,0,nonexistent,no
36,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,187,1,999,1,failure,no
30,admin.,married,high.school,no,yes,no,cellular,jul,wed,166,1,999,0,nonexistent,no
33,admin.,single,high.school,no,no,no,cellular,may,tue,151,1,999,0,nonexistent,no
28,services,married,high.school,no,yes,yes,telephone,jul,tue,153,1,999,0,nonexistent,no
31,technician,married,professional.course,no,yes,yes,cellular,aug,fri,143,4,999,0,nonexistent,no
32,technician,single,professional.course,no,yes,no,cellular,aug,tue,60,4,999,0,nonexistent,no
47,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,wed,89,1,999,0,nonexistent,no
54,unknown,married,unknown,unknown,no,no,telephone,may,mon,103,8,999,0,nonexistent,no
56,retired,married,university.degree,unknown,no,no,cellular,jul,tue,361,3,999,0,nonexistent,no
81,retired,married,basic.4y,no,yes,no,cellular,sep,fri,210,1,999,0,nonexistent,yes
49,entrepreneur,divorced,basic.9y,no,no,no,cellular,may,fri,166,1,999,0,nonexistent,no
25,self-employed,single,university.degree,unknown,yes,no,cellular,apr,mon,66,3,999,0,nonexistent,no
57,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,199,2,999,0,nonexistent,no
49,unemployed,married,professional.course,no,no,no,cellular,jun,fri,317,1,999,0,nonexistent,no
43,technician,single,professional.course,no,unknown,unknown,telephone,jun,thu,104,1,999,0,nonexistent,no
44,management,single,university.degree,unknown,yes,no,telephone,may,fri,844,1,999,0,nonexistent,yes
42,blue-collar,single,basic.4y,no,yes,yes,cellular,jul,fri,107,4,999,0,nonexistent,no
43,entrepreneur,divorced,high.school,unknown,yes,no,telephone,may,mon,250,3,999,0,nonexistent,no
48,entrepreneur,married,basic.4y,no,no,yes,telephone,may,thu,302,8,999,0,nonexistent,no
29,technician,single,university.degree,no,no,no,telephone,may,wed,171,1,999,0,nonexistent,no
44,admin.,married,university.degree,unknown,yes,no,telephone,jun,wed,320,1,999,0,nonexistent,no
34,management,married,university.degree,no,yes,yes,telephone,may,wed,145,1,999,0,nonexistent,no
30,admin.,married,university.degree,no,yes,yes,telephone,jun,fri,42,7,999,0,nonexistent,no
50,management,married,basic.6y,no,yes,no,cellular,apr,fri,704,2,999,0,nonexistent,no
56,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,282,2,999,0,nonexistent,no
32,technician,married,professional.course,no,yes,no,cellular,aug,mon,187,3,999,0,nonexistent,no
41,admin.,married,university.degree,no,yes,no,cellular,aug,mon,145,4,999,0,nonexistent,no
49,management,divorced,basic.6y,no,no,no,telephone,nov,thu,88,6,999,0,nonexistent,no
28,admin.,single,unknown,no,no,no,cellular,jul,tue,574,2,999,0,nonexistent,no
36,services,married,high.school,unknown,yes,yes,telephone,jun,wed,57,2,999,0,nonexistent,no
58,retired,married,professional.course,unknown,yes,yes,cellular,nov,fri,22,4,999,1,failure,no
41,technician,married,high.school,no,no,no,telephone,may,fri,257,6,999,0,nonexistent,no
52,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,82,1,999,0,nonexistent,no
46,housemaid,married,basic.4y,no,no,yes,cellular,aug,wed,10,14,999,0,nonexistent,no
43,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,169,4,999,0,nonexistent,no
32,technician,single,professional.course,no,no,no,cellular,aug,fri,309,5,999,0,nonexistent,no
34,management,single,basic.9y,no,no,no,telephone,may,tue,300,3,999,0,nonexistent,no
43,management,married,university.degree,no,no,yes,cellular,nov,wed,73,2,999,1,failure,no
36,management,single,university.degree,no,no,no,cellular,jul,wed,101,7,999,0,nonexistent,no
33,services,single,high.school,no,yes,no,cellular,may,thu,367,2,999,1,failure,no
53,services,married,high.school,no,yes,no,cellular,aug,fri,236,1,999,0,nonexistent,no
32,technician,married,university.degree,no,yes,no,telephone,may,wed,186,2,999,0,nonexistent,no
36,technician,single,professional.course,unknown,no,no,cellular,may,wed,654,1,999,0,nonexistent,no
28,admin.,married,university.degree,no,yes,yes,cellular,sep,mon,589,3,999,1,failure,no
34,technician,single,university.degree,no,no,no,cellular,jul,tue,116,2,999,0,nonexistent,no
31,technician,married,university.degree,no,no,no,cellular,aug,wed,195,1,999,0,nonexistent,no
33,admin.,married,high.school,no,yes,no,cellular,may,tue,495,1,999,1,failure,no
50,management,married,university.degree,no,yes,no,cellular,mar,thu,245,2,999,0,nonexistent,no
48,admin.,divorced,high.school,no,yes,no,cellular,may,thu,265,1,999,0,nonexistent,no
29,technician,married,high.school,no,no,no,cellular,jun,fri,397,1,999,0,nonexistent,yes
61,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,74,2,999,0,nonexistent,no
31,technician,divorced,high.school,no,no,no,cellular,aug,tue,67,3,999,0,nonexistent,no
49,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,142,2,999,0,nonexistent,no
48,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,155,3,999,0,nonexistent,no
36,entrepreneur,married,university.degree,no,yes,no,cellular,jul,wed,191,2,999,0,nonexistent,no
33,admin.,single,university.degree,no,yes,no,cellular,aug,tue,125,2,999,0,nonexistent,no
41,technician,married,professional.course,no,yes,yes,cellular,apr,mon,168,3,999,1,failure,no
29,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,364,2,999,1,failure,no
36,services,married,high.school,no,no,no,telephone,may,fri,77,3,999,0,nonexistent,no
44,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,168,1,999,0,nonexistent,no
58,services,married,high.school,no,no,no,cellular,aug,fri,155,5,999,0,nonexistent,no
32,services,married,high.school,no,yes,no,telephone,may,thu,52,8,999,0,nonexistent,no
26,student,single,university.degree,no,yes,no,cellular,jun,thu,112,1,999,0,nonexistent,no
37,technician,married,professional.course,no,yes,no,cellular,jul,fri,252,6,999,0,nonexistent,no
50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,193,1,999,0,nonexistent,no
40,management,married,basic.6y,no,yes,no,cellular,apr,thu,77,1,999,1,failure,no
49,management,married,university.degree,unknown,no,no,telephone,aug,fri,145,6,999,0,nonexistent,no
24,technician,single,university.degree,no,no,no,cellular,oct,wed,197,1,999,0,nonexistent,no
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,220,3,999,0,nonexistent,no
27,student,single,professional.course,no,no,no,telephone,nov,thu,72,1,999,0,nonexistent,no
33,services,married,high.school,unknown,yes,no,telephone,jun,mon,393,3,999,0,nonexistent,no
50,management,married,university.degree,no,yes,yes,cellular,apr,mon,228,3,999,1,failure,no
35,services,married,high.school,no,yes,no,cellular,may,fri,104,4,999,1,failure,no
55,admin.,married,high.school,no,yes,no,cellular,mar,wed,106,2,999,1,failure,yes
57,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,74,1,999,0,nonexistent,no
36,self-employed,married,university.degree,no,no,no,telephone,may,fri,71,1,999,0,nonexistent,no
52,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,463,2,999,0,nonexistent,no
47,unknown,married,unknown,no,no,no,cellular,apr,thu,85,1,999,0,nonexistent,no
59,admin.,divorced,university.degree,unknown,unknown,unknown,cellular,may,tue,158,2,999,0,nonexistent,no
35,management,married,university.degree,no,no,no,telephone,may,thu,112,2,999,0,nonexistent,no
31,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,48,4,999,1,failure,no
31,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,145,8,999,0,nonexistent,no
36,admin.,married,high.school,no,no,no,telephone,may,tue,369,1,999,0,nonexistent,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,101,2,999,0,nonexistent,no
37,technician,married,professional.course,no,no,no,telephone,may,tue,253,16,999,0,nonexistent,no
36,admin.,married,basic.9y,no,no,no,telephone,may,fri,107,1,999,0,nonexistent,no
28,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,237,1,999,0,nonexistent,no
33,admin.,single,high.school,no,yes,no,cellular,may,thu,30,1,999,0,nonexistent,no
37,admin.,single,high.school,no,no,no,telephone,jun,wed,61,1,999,0,nonexistent,no
36,services,single,basic.9y,unknown,no,yes,telephone,may,fri,230,1,999,0,nonexistent,no
36,admin.,single,university.degree,no,yes,yes,telephone,jul,thu,18,8,999,0,nonexistent,no
51,retired,married,basic.4y,unknown,yes,yes,telephone,may,tue,394,1,999,0,nonexistent,no
38,entrepreneur,married,basic.9y,no,yes,yes,cellular,may,fri,476,3,999,0,nonexistent,no
29,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,379,1,999,0,nonexistent,no
39,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,264,16,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,257,1,999,0,nonexistent,no
29,technician,single,university.degree,no,yes,no,cellular,aug,fri,41,1,999,0,nonexistent,no
33,management,single,university.degree,no,no,no,telephone,may,tue,125,2,999,0,nonexistent,no
35,self-employed,married,university.degree,no,yes,no,cellular,jul,thu,50,1,999,0,nonexistent,no
28,self-employed,single,university.degree,no,no,no,telephone,may,thu,77,1,999,0,nonexistent,no
50,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,mon,46,1,999,0,nonexistent,no
54,admin.,married,high.school,no,no,no,cellular,jun,fri,455,3,999,0,nonexistent,no
40,technician,married,basic.9y,no,yes,no,telephone,may,thu,74,1,999,0,nonexistent,no
49,unemployed,married,high.school,no,yes,no,telephone,may,mon,96,1,999,0,nonexistent,no
35,admin.,married,university.degree,no,no,yes,telephone,jun,thu,125,5,999,0,nonexistent,no
37,entrepreneur,married,university.degree,no,unknown,unknown,telephone,jun,thu,59,7,999,0,nonexistent,no
32,admin.,married,university.degree,no,no,no,cellular,may,thu,57,4,999,0,nonexistent,no
53,retired,married,basic.9y,unknown,yes,no,cellular,jul,fri,181,2,999,0,nonexistent,no
48,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,151,1,999,0,nonexistent,no
44,blue-collar,married,basic.6y,no,yes,no,cellular,nov,fri,358,3,999,0,nonexistent,no
26,blue-collar,single,basic.6y,no,yes,yes,cellular,may,fri,191,2,999,1,failure,no
32,admin.,single,university.degree,no,yes,yes,cellular,sep,tue,69,2,999,0,nonexistent,no
53,admin.,married,university.degree,no,yes,no,cellular,aug,mon,81,1,999,2,failure,no
61,retired,married,basic.9y,no,no,yes,cellular,mar,tue,125,2,999,0,nonexistent,no
37,admin.,divorced,university.degree,no,yes,no,cellular,may,tue,918,1,999,0,nonexistent,yes
32,services,married,high.school,no,no,no,cellular,may,thu,213,2,999,0,nonexistent,no
32,technician,divorced,high.school,no,no,no,cellular,aug,fri,72,2,999,0,nonexistent,no
26,blue-collar,single,high.school,unknown,no,no,telephone,may,tue,106,1,999,0,nonexistent,no
39,entrepreneur,married,high.school,no,unknown,unknown,telephone,jun,mon,122,1,999,0,nonexistent,no
42,technician,married,high.school,no,no,no,telephone,may,mon,361,1,999,0,nonexistent,no
30,admin.,single,professional.course,no,yes,yes,cellular,may,thu,104,1,999,1,failure,no
45,admin.,married,university.degree,no,no,no,cellular,jul,wed,520,4,999,0,nonexistent,no
39,blue-collar,married,professional.course,no,yes,no,cellular,may,wed,145,1,999,0,nonexistent,no
41,admin.,single,high.school,no,yes,no,cellular,may,fri,333,2,999,1,failure,no
38,admin.,married,university.degree,no,no,no,cellular,sep,thu,79,2,999,0,nonexistent,no
28,admin.,single,university.degree,no,no,no,cellular,oct,thu,116,1,17,1,success,no
36,technician,married,basic.9y,no,yes,no,cellular,may,tue,297,2,999,1,failure,no
38,unknown,married,unknown,unknown,yes,no,telephone,jun,fri,13,2,999,0,nonexistent,no
31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,140,3,999,0,nonexistent,no
55,technician,married,university.degree,no,yes,no,telephone,may,thu,123,2,999,0,nonexistent,no
49,blue-collar,married,basic.6y,unknown,yes,yes,cellular,apr,thu,504,1,999,0,nonexistent,no
35,blue-collar,divorced,basic.9y,no,no,yes,cellular,jul,tue,1083,2,999,0,nonexistent,no
36,management,married,university.degree,no,no,yes,cellular,jul,wed,50,2,999,0,nonexistent,no
42,housemaid,married,high.school,no,yes,no,cellular,jul,mon,424,4,999,0,nonexistent,no
33,entrepreneur,married,university.degree,unknown,yes,no,cellular,may,wed,585,2,999,1,failure,no
33,management,married,university.degree,no,yes,yes,cellular,aug,mon,128,1,999,0,nonexistent,no
55,technician,married,university.degree,no,no,no,telephone,may,mon,349,1,999,0,nonexistent,no
38,admin.,single,university.degree,no,no,no,telephone,may,mon,243,6,999,0,nonexistent,no
35,admin.,married,high.school,no,yes,yes,telephone,jun,mon,92,3,999,0,nonexistent,no
37,technician,married,professional.course,unknown,yes,yes,cellular,apr,wed,101,1,999,0,nonexistent,no
43,management,married,university.degree,unknown,yes,no,telephone,apr,fri,141,4,999,0,nonexistent,no
38,admin.,married,university.degree,no,no,no,telephone,jun,thu,781,2,999,0,nonexistent,no
33,student,single,unknown,no,no,no,telephone,jun,fri,137,3,999,0,nonexistent,no
47,services,divorced,high.school,no,yes,no,cellular,may,fri,47,3,999,0,nonexistent,no
47,entrepreneur,married,university.degree,no,yes,no,telephone,jun,mon,82,2,999,0,nonexistent,no
47,blue-collar,single,basic.4y,no,no,no,telephone,may,tue,184,1,999,0,nonexistent,no
58,management,single,university.degree,no,yes,no,cellular,may,fri,685,2,999,0,nonexistent,yes
42,self-employed,married,university.degree,unknown,unknown,unknown,cellular,may,wed,64,2,999,1,failure,no
59,admin.,divorced,professional.course,no,no,no,telephone,aug,tue,198,1,999,0,nonexistent,no
39,services,divorced,basic.6y,no,no,no,telephone,jun,fri,512,2,999,0,nonexistent,no
67,housemaid,divorced,professional.course,no,no,no,cellular,aug,thu,350,1,6,2,success,yes
81,retired,divorced,basic.4y,no,yes,no,cellular,oct,thu,158,1,999,1,failure,no
27,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,19,9,999,0,nonexistent,no
43,services,married,high.school,no,no,no,cellular,apr,mon,26,3,999,0,nonexistent,no
48,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,264,1,999,0,nonexistent,no
26,services,single,basic.9y,no,no,yes,telephone,may,fri,83,4,999,0,nonexistent,no
34,technician,married,university.degree,no,yes,no,cellular,apr,thu,193,2,8,1,success,no
44,technician,married,university.degree,no,no,no,cellular,may,mon,30,5,999,0,nonexistent,no
46,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,121,1,999,0,nonexistent,no
80,retired,divorced,high.school,no,yes,no,cellular,oct,thu,169,1,999,0,nonexistent,yes
30,technician,single,university.degree,no,no,no,cellular,aug,fri,360,1,999,0,nonexistent,no
27,admin.,single,university.degree,no,no,no,cellular,may,tue,134,1,3,1,success,no
32,admin.,married,high.school,no,yes,yes,cellular,dec,wed,479,2,999,0,nonexistent,yes
48,admin.,married,high.school,no,no,no,telephone,may,mon,125,2,999,0,nonexistent,no
35,blue-collar,married,high.school,unknown,no,no,telephone,jun,mon,134,3,999,0,nonexistent,no
39,unemployed,divorced,university.degree,unknown,no,no,cellular,aug,tue,307,1,999,0,nonexistent,no
32,technician,single,professional.course,no,unknown,unknown,telephone,jun,mon,230,2,999,0,nonexistent,no
30,services,married,high.school,no,no,no,cellular,jul,mon,474,1,999,0,nonexistent,no
32,technician,married,university.degree,no,yes,no,cellular,jun,wed,123,1,999,1,failure,no
34,technician,married,professional.course,unknown,no,no,cellular,aug,mon,174,1,999,0,nonexistent,no
37,blue-collar,divorced,professional.course,no,no,no,cellular,jul,tue,107,2,999,0,nonexistent,no
29,services,married,professional.course,no,no,no,cellular,may,thu,48,1,999,0,nonexistent,no
39,admin.,divorced,university.degree,no,no,no,cellular,apr,fri,187,1,999,1,failure,no
34,technician,single,professional.course,no,no,yes,cellular,may,mon,217,1,999,1,failure,no
31,unemployed,single,basic.4y,no,yes,no,telephone,nov,fri,144,9,999,0,nonexistent,no
43,admin.,married,university.degree,no,yes,no,cellular,jul,tue,101,3,999,0,nonexistent,no
24,management,single,university.degree,no,no,no,cellular,may,thu,121,6,999,0,nonexistent,no
32,admin.,married,university.degree,no,no,no,cellular,jul,thu,45,2,999,0,nonexistent,no
37,services,single,professional.course,no,yes,no,cellular,apr,mon,93,3,999,1,failure,no
34,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,346,5,999,0,nonexistent,no
41,self-employed,married,basic.4y,no,yes,no,telephone,jun,wed,105,3,999,0,nonexistent,no
29,management,single,university.degree,no,no,yes,cellular,nov,tue,73,1,999,0,nonexistent,no
58,retired,single,professional.course,no,yes,no,telephone,jun,thu,565,3,999,0,nonexistent,no
43,management,single,university.degree,no,no,no,cellular,oct,tue,408,1,999,1,failure,no
40,services,married,unknown,unknown,yes,no,telephone,jun,mon,99,26,999,0,nonexistent,no
58,technician,married,high.school,no,no,no,telephone,jun,thu,246,3,999,0,nonexistent,no
39,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,may,wed,333,1,999,0,nonexistent,yes
29,technician,single,university.degree,no,yes,yes,cellular,jul,wed,166,1,999,0,nonexistent,no
54,retired,single,high.school,no,yes,no,cellular,jul,thu,577,3,999,0,nonexistent,no
24,services,single,basic.9y,no,yes,yes,telephone,may,fri,816,2,999,0,nonexistent,no
44,technician,married,professional.course,unknown,yes,no,cellular,jul,tue,663,1,999,0,nonexistent,no
63,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,511,1,999,1,failure,yes
47,services,married,unknown,no,no,no,telephone,may,wed,262,2,999,0,nonexistent,no
40,housemaid,single,professional.course,no,no,no,telephone,may,mon,111,4,999,0,nonexistent,no
32,blue-collar,married,basic.9y,no,no,yes,cellular,may,mon,49,1,999,0,nonexistent,no
39,management,married,university.degree,no,yes,no,telephone,may,wed,319,3,999,0,nonexistent,no
40,technician,married,professional.course,unknown,no,yes,telephone,may,tue,264,1,999,0,nonexistent,no
47,admin.,married,high.school,unknown,no,yes,telephone,jul,thu,225,5,999,0,nonexistent,no
39,technician,married,high.school,no,yes,no,cellular,jul,thu,123,3,999,0,nonexistent,no
44,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,839,1,999,0,nonexistent,no
50,admin.,divorced,basic.9y,no,yes,no,cellular,jul,mon,97,4,999,0,nonexistent,no
49,services,married,high.school,unknown,yes,no,cellular,jul,wed,226,1,999,0,nonexistent,no
42,services,married,professional.course,no,yes,no,telephone,may,wed,299,1,999,0,nonexistent,no
42,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,190,1,999,0,nonexistent,no
41,admin.,married,university.degree,no,no,no,telephone,may,mon,128,2,999,0,nonexistent,no
42,technician,married,professional.course,unknown,no,no,telephone,jun,wed,115,16,999,0,nonexistent,no
47,management,married,basic.4y,unknown,no,no,telephone,may,mon,268,6,999,0,nonexistent,no
21,student,single,high.school,unknown,no,no,cellular,may,fri,885,3,999,0,nonexistent,yes
45,entrepreneur,divorced,basic.9y,no,yes,no,cellular,may,tue,29,3,999,0,nonexistent,no
59,retired,married,professional.course,no,no,no,cellular,aug,fri,218,3,3,1,success,yes
42,management,married,university.degree,no,no,no,telephone,may,mon,64,1,999,0,nonexistent,no
35,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,wed,500,1,999,0,nonexistent,no
52,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,138,3,999,0,nonexistent,no
27,services,single,high.school,no,no,no,telephone,may,fri,156,2,999,0,nonexistent,no
38,technician,single,university.degree,no,yes,no,telephone,may,wed,566,2,999,0,nonexistent,no
34,admin.,single,high.school,no,unknown,unknown,telephone,jun,wed,104,2,999,0,nonexistent,no
29,blue-collar,married,high.school,no,yes,no,cellular,nov,thu,168,1,999,0,nonexistent,no
53,blue-collar,married,high.school,unknown,yes,no,cellular,apr,mon,354,1,999,0,nonexistent,no
31,technician,single,high.school,no,no,yes,telephone,may,tue,177,10,999,0,nonexistent,no
35,blue-collar,married,high.school,no,no,no,telephone,jun,wed,344,2,999,0,nonexistent,no
59,retired,married,professional.course,no,yes,no,telephone,jun,wed,437,1,999,0,nonexistent,yes
58,management,married,university.degree,no,yes,no,cellular,may,mon,12,2,999,0,nonexistent,no
48,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,thu,627,2,5,3,failure,no
46,housemaid,married,high.school,no,yes,no,cellular,aug,mon,121,1,999,0,nonexistent,no
39,services,married,high.school,no,no,no,telephone,may,tue,919,2,999,0,nonexistent,no
28,admin.,single,high.school,no,yes,no,cellular,jul,thu,231,1,999,0,nonexistent,no
41,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,62,1,999,0,nonexistent,no
40,management,married,unknown,no,no,no,telephone,may,fri,97,3,999,0,nonexistent,no
45,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,132,2,999,0,nonexistent,no
58,management,married,university.degree,no,no,no,telephone,may,mon,236,10,999,0,nonexistent,no
60,retired,married,basic.4y,no,unknown,unknown,cellular,oct,fri,272,1,10,3,failure,no
32,blue-collar,married,professional.course,no,no,no,telephone,may,thu,1119,1,999,0,nonexistent,yes
46,admin.,married,high.school,no,no,yes,cellular,aug,wed,871,2,999,0,nonexistent,yes
46,blue-collar,married,basic.6y,no,no,no,telephone,jun,thu,144,10,999,0,nonexistent,no
24,technician,single,university.degree,no,yes,yes,cellular,nov,tue,467,3,6,3,failure,yes
36,admin.,married,basic.9y,no,no,no,cellular,may,fri,159,1,999,1,failure,no
30,student,single,unknown,unknown,no,no,telephone,may,wed,166,4,999,0,nonexistent,no
41,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,471,2,999,0,nonexistent,no
42,management,divorced,unknown,no,no,no,cellular,aug,wed,251,2,15,2,failure,no
32,admin.,married,university.degree,no,no,no,cellular,aug,thu,258,2,999,0,nonexistent,no
42,technician,married,university.degree,no,yes,no,cellular,aug,fri,103,5,999,0,nonexistent,no
42,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,110,4,999,0,nonexistent,no
55,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,17,6,999,0,nonexistent,no
30,unemployed,married,high.school,no,yes,yes,cellular,nov,tue,924,1,999,0,nonexistent,yes
36,blue-collar,married,basic.9y,unknown,no,yes,cellular,jul,thu,158,1,999,0,nonexistent,no
51,blue-collar,married,basic.9y,unknown,no,no,cellular,may,fri,830,1,999,1,failure,yes
32,unknown,single,professional.course,no,no,no,cellular,jul,thu,2029,1,999,0,nonexistent,yes
47,management,divorced,university.degree,no,no,no,telephone,nov,tue,74,1,999,0,nonexistent,no
50,admin.,divorced,high.school,unknown,no,yes,cellular,aug,wed,359,1,999,0,nonexistent,no
34,management,married,university.degree,no,no,no,cellular,nov,mon,75,1,999,0,nonexistent,no
35,admin.,married,professional.course,no,no,no,cellular,jul,tue,139,1,999,0,nonexistent,no
43,admin.,married,professional.course,unknown,no,no,cellular,jul,thu,127,3,999,0,nonexistent,no
26,technician,married,basic.6y,no,no,yes,telephone,may,tue,261,1,999,0,nonexistent,no
51,blue-collar,married,basic.9y,no,no,no,cellular,nov,fri,1032,10,999,1,failure,no
56,technician,married,unknown,unknown,yes,no,cellular,jul,fri,177,1,999,0,nonexistent,no
20,services,single,high.school,no,yes,no,telephone,jun,wed,290,2,999,0,nonexistent,no
44,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,472,1,999,0,nonexistent,no
55,admin.,married,basic.4y,unknown,no,no,telephone,jun,fri,1469,9,999,0,nonexistent,yes
32,management,single,university.degree,no,yes,no,telephone,mar,tue,230,2,999,0,nonexistent,no
32,technician,married,professional.course,no,yes,no,cellular,jul,thu,255,1,999,0,nonexistent,yes
24,services,single,high.school,no,yes,no,cellular,jul,thu,355,1,11,2,success,yes
32,technician,married,professional.course,no,unknown,unknown,cellular,jun,mon,210,2,999,1,failure,yes
44,blue-collar,single,professional.course,unknown,no,no,telephone,may,mon,29,2,999,0,nonexistent,no
53,unemployed,married,basic.4y,no,yes,no,cellular,nov,fri,80,10,999,0,nonexistent,no
46,blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue,409,2,999,0,nonexistent,no
26,self-employed,married,university.degree,no,no,no,telephone,may,mon,231,1,999,0,nonexistent,no
56,management,married,university.degree,no,yes,no,telephone,jun,wed,218,5,999,0,nonexistent,no
39,admin.,married,high.school,no,no,no,telephone,jun,tue,93,6,999,0,nonexistent,no
46,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,mon,440,1,999,0,nonexistent,no
31,technician,single,unknown,no,no,no,telephone,jun,wed,46,1,999,0,nonexistent,no
